Ucl 2526 squads · CSV
Copy

Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Thibaut Courtois,GK,1,Belgium,34,34,0,0,3060,0,13,0,0,No,First-choice goalkeeper
Andriy Lunin,GK,13,Ukraine,26,12,0,0,1080,0,4,0,0,No,Backup goalkeeper
Fran González,GK,25,Spain,23,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Dani Carvajal,DEF,2,Spain,34,20,1,2,1620,3,0,2,0,Yes,Right-back
Éder Militão,DEF,3,Brazil,28,30,2,0,2520,2,10,3,0,No,Centre-back
Antonio Rüdiger,DEF,22,Germany,33,38,3,1,3240,4,12,4,0,No,Centre-back
Ferland Mendy,DEF,23,France,30,28,0,2,2340,2,0,3,0,No,Left-back
Lucas Vázquez,DEF,17,Spain,34,20,1,2,1350,3,0,2,0,Yes,Right-back
David Alaba,DEF,4,Austria,34,8,0,0,540,0,0,1,0,No,Centre-back
Raúl Asencio,DEF,30,Spain,22,10,0,0,540,0,0,1,0,Yes,Young centre-back
Aurélien Tchouaméni,MID,18,France,26,35,3,2,2970,5,0,4,0,No,Defensive midfielder
Eduardo Camavinga,MID,12,France,23,30,2,4,2340,6,0,3,0,No,Midfielder
Luka Modrić,MID,10,Croatia,40,22,2,4,1440,6,0,1,0,No,Central midfielder
Federico Valverde,MID,15,Uruguay,27,42,7,8,3600,15,0,3,0,No,Midfielder
Dani Ceballos,MID,16,Spain,29,18,1,2,1080,3,0,2,0,Yes,Central midfielder
Jude Bellingham,MID,5,England,22,35,12,8,2970,20,0,2,0,No,Attacking midfielder
Kylian Mbappé,FWD,9,France,27,38,26,9,3240,35,0,3,0,No,Striker / star player
Vinícius Júnior,FWD,7,Brazil,25,36,18,12,3060,30,0,4,1,No,Left winger
Rodrygo,FWD,11,Brazil,25,32,10,7,2520,17,0,2,0,No,Winger
Brahim Díaz,FWD,21,Morocco,26,28,7,5,1890,12,0,1,0,No,Attacking midfielder
Endrick,FWD,16,Brazil,19,18,5,2,990,7,0,1,0,No,Young striker
Marco Asensio,FWD,8,Spain,30,14,2,3,720,5,0,0,0,Yes,Winger
Güler Arda,MID,24,Turkey,20,15,3,2,810,5,0,1,0,No,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Marc-André ter Stegen,GK,1,Germany,34,30,0,0,2700,0,10,1,0,No,First-choice goalkeeper
Iñaki Peña,GK,13,Spain,27,12,0,0,1080,0,3,0,0,Yes,Backup goalkeeper
Wojciech Szczęsny,GK,25,Poland,36,5,0,0,450,0,2,0,0,No,Third-choice goalkeeper
Jules Koundé,DEF,23,France,27,38,2,5,3240,7,0,3,0,No,Right-back
Ronald Araújo,DEF,4,Uruguay,27,28,2,0,2340,2,8,3,0,No,Centre-back
Pau Cubarsí,DEF,34,Spain,19,35,1,1,2970,2,10,2,0,Yes,Centre-back
Alejandro Balde,DEF,3,Spain,22,40,1,5,3420,6,0,3,0,Yes,Left-back
Iñigo Martínez,DEF,5,Spain,34,20,1,0,1620,1,0,3,0,Yes,Centre-back
Eric García,DEF,24,Spain,25,10,0,0,630,0,0,2,0,Yes,Centre-back
Gerard Martín,DEF,22,Spain,23,12,0,1,720,1,0,1,0,Yes,Left-back
Frenkie de Jong,MID,21,Netherlands,29,25,2,4,2025,6,0,2,0,No,Central midfielder
Pedri,MID,8,Spain,23,35,6,9,2970,15,0,2,0,Yes,Central midfielder
Gavi,MID,6,Spain,22,28,3,6,2160,9,0,4,1,Yes,Central midfielder
Fermín López,MID,16,Spain,23,30,5,4,2160,9,0,2,0,Yes,Central midfielder
Marc Casadó,MID,34,Spain,22,28,1,2,1980,3,0,3,0,Yes,Defensive midfielder
Dani Olmo,MID,20,Spain,28,30,8,7,2340,15,0,2,0,Yes,Attacking midfielder
Lamine Yamal,FWD,19,Spain,18,38,16,14,3240,30,0,2,0,Yes,Right winger / star player
Raphinha,FWD,11,Brazil,29,40,18,12,3420,30,0,3,0,No,Right winger / captain
Robert Lewandowski,FWD,9,Poland,37,35,20,7,2970,27,0,1,0,No,Striker
Ferran Torres,FWD,7,Spain,26,25,6,4,1620,10,0,1,0,Yes,Winger
Ansu Fati,FWD,10,Spain,23,15,3,1,810,4,0,0,0,Yes,Winger
Pau Víctor,FWD,17,Spain,24,20,4,3,1260,7,0,1,0,Yes,Forward
Héctor Fort,DEF,33,Spain,20,8,0,1,360,1,0,0,0,Yes,Young defender
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Gianluigi Donnarumma,GK,99,Italy,27,34,0,0,3060,0,12,1,0,No,First-choice goalkeeper
Matvey Safonov,GK,16,Russia,26,10,0,0,900,0,3,0,0,No,Backup goalkeeper
Alexandre Letellier,GK,26,France,36,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Achraf Hakimi,DEF,2,Morocco,27,38,4,8,3240,12,0,4,0,No,Right-back
Marquinhos,DEF,5,Brazil,32,40,3,1,3600,4,14,3,0,No,Captain / centre-back
William Pacho,DEF,21,Ecuador,24,28,0,0,2160,0,8,3,0,No,Centre-back
Nuno Mendes,DEF,25,Portugal,23,32,1,4,2700,5,0,2,0,No,Left-back
Lucas Hernández,DEF,21,France,30,12,0,0,900,0,0,2,0,No,Centre-back
Milan Škriniar,DEF,37,Slovakia,31,10,0,0,630,0,0,2,0,No,Centre-back
Willian Pacho,DEF,3,Ecuador,24,18,0,0,1260,0,0,1,0,No,Defender
João Neves,MID,87,Portugal,21,38,4,6,3240,10,0,3,0,No,Central midfielder
Vitinha,MID,17,Portugal,26,40,5,8,3420,13,0,2,0,No,Central midfielder
Fabian Ruiz,MID,8,Spain,29,32,5,6,2520,11,0,3,0,No,Midfielder
Warren Zaïre-Emery,MID,33,France,19,30,3,4,2160,7,0,2,0,Yes,Central midfielder
Marco Asensio,MID,11,Spain,30,18,3,4,1080,7,0,1,0,No,Midfielder
Désiré Doué,MID,24,France,20,25,5,6,1620,11,0,1,0,No,Young attacking midfielder
Ousmane Dembélé,FWD,10,France,29,32,10,9,2520,19,0,2,0,No,Right winger
Khvicha Kvaratskhelia,FWD,7,Georgia,24,35,12,10,2970,22,0,2,0,No,Left winger
Gonçalo Ramos,FWD,9,Portugal,25,28,13,4,2160,17,0,1,0,No,Striker
Lee Kang-in,MID,19,South Korea,25,22,4,5,1530,9,0,2,0,No,Attacking midfielder
Bradley Barcola,FWD,29,France,23,30,9,7,2160,16,0,1,0,Yes,Winger
Randal Kolo Muani,FWD,23,France,27,15,3,2,900,5,0,1,0,No,Striker
Senny Mayulu,MID,35,France,19,8,1,1,360,2,0,0,0,Yes,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Yann Sommer,GK,1,Switzerland,37,32,0,0,2880,0,12,0,0,No,First-choice goalkeeper
Josep Martínez,GK,31,Spain,27,10,0,0,900,0,3,0,0,No,Backup goalkeeper
Raffaele Di Gennaro,GK,21,Italy,34,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Benjamin Pavard,DEF,28,France,30,30,2,1,2520,3,0,3,0,No,Right-back
Francesco Acerbi,DEF,15,Italy,38,25,1,0,2025,1,7,3,0,Yes,Centre-back
Alessandro Bastoni,DEF,95,Italy,27,40,2,5,3420,7,0,2,0,Yes,Centre-back
Federico Dimarco,DEF,32,Italy,28,38,3,7,3060,10,0,4,0,Yes,Left-back
Matteo Darmian,DEF,36,Italy,36,20,0,1,1440,1,0,2,0,Yes,Defender
Carlos Augusto,DEF,30,Brazil,27,20,1,2,1440,3,0,2,0,No,Left-back / defender
Yann Bisseck,DEF,31,Germany,25,15,1,0,900,1,0,2,0,No,Centre-back
Nicolò Barella,MID,23,Italy,29,40,5,9,3420,14,0,5,0,Yes,Central midfielder
Henrikh Mkhitaryan,MID,22,Armenia,37,25,2,4,1800,6,0,2,0,No,Midfielder
Hakan Çalhanoğlu,MID,20,Turkey,32,35,5,8,2970,13,0,4,0,No,Captain / defensive midfielder
Kristjan Asllani,MID,21,Albania,24,18,1,2,1080,3,0,2,0,No,Midfielder
Piotr Zieliński,MID,7,Poland,32,22,3,4,1620,7,0,1,0,No,Midfielder
Davide Frattesi,MID,16,Italy,27,28,5,3,1890,8,0,2,0,Yes,Midfielder
Lautaro Martínez,FWD,10,Argentina,28,38,18,7,3240,25,0,3,0,No,Captain / striker
Marcus Thuram,FWD,9,France,28,38,14,6,3150,20,0,2,0,No,Striker
Mehdi Taremi,FWD,99,Iran,34,22,7,3,1530,10,0,1,0,No,Striker
Marko Arnautović,FWD,8,Austria,37,10,2,0,450,2,0,1,0,No,Striker
Alexis Sánchez,FWD,70,Chile,37,8,1,1,360,2,0,0,0,No,Veteran forward
Sebastiano Esposito,MID,35,Italy,23,10,1,2,540,3,0,0,0,Yes,Young midfielder
Valentin Carboni,MID,49,Argentina,21,8,1,1,360,2,0,0,0,No,Young midfielder
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Mike Maignan,GK,16,France,30,34,0,0,3060,0,13,1,0,No,First-choice goalkeeper
Marco Sportiello,GK,57,Italy,33,8,0,0,720,0,2,0,0,Yes,Backup goalkeeper
Lorenzo Torriani,GK,96,Italy,20,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Davide Calabria,DEF,2,Italy,29,22,1,2,1800,3,0,3,0,Yes,Right-back
Malick Thiaw,DEF,28,Germany,24,30,1,0,2520,1,9,3,0,No,Centre-back
Fikayo Tomori,DEF,23,England,28,28,1,0,2340,1,8,3,1,No,Centre-back
Theo Hernández,DEF,19,France,28,38,5,7,3240,12,0,4,0,No,Left-back / vice-captain
Emerson Royal,DEF,22,Brazil,27,18,0,1,1260,1,0,3,0,No,Right-back
Strahinja Pavlović,DEF,31,Serbia,25,20,0,0,1440,0,0,2,0,No,Centre-back
Kyle Walker,DEF,5,England,35,10,0,0,720,0,0,1,0,No,Right-back
Youssouf Fofana,MID,29,France,27,35,3,4,2970,7,0,4,0,No,Defensive midfielder
Tijjani Reijnders,MID,14,Netherlands,27,38,7,6,3240,13,0,2,0,No,Central midfielder
Ruben Loftus-Cheek,MID,8,England,30,20,2,3,1440,5,0,2,0,No,Central midfielder
Yunus Musah,MID,80,USA,24,22,1,2,1440,3,0,3,0,No,Midfielder
Samuel Chukwueze,FWD,11,Nigeria,27,22,4,3,1440,7,0,1,0,No,Winger
Christian Pulisic,FWD,11,USA,27,35,10,8,2970,18,0,2,0,No,Attacking midfielder
Rafael Leão,FWD,10,Portugal,27,35,12,9,2970,21,0,2,0,No,Left winger
Álvaro Morata,FWD,7,Spain,33,25,8,3,1890,11,0,2,0,No,Captain / striker
Luka Jović,FWD,17,Serbia,28,15,4,1,810,5,0,1,0,No,Striker
Noah Okafor,FWD,17,Switzerland,26,18,3,2,990,5,0,0,0,No,Winger
Tammy Abraham,FWD,90,England,28,20,6,2,1260,8,0,1,0,No,Striker
Francesco Camarda,FWD,90,Italy,18,10,2,1,450,3,0,0,0,Yes,Young striker
Alex Jiménez,DEF,3,Spain,20,8,0,0,360,0,0,0,0,Yes,Young left-back
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Manuel Neuer,GK,1,Germany,40,28,0,0,2520,0,10,0,0,Yes,First-choice goalkeeper
Sven Ulreich,GK,26,Germany,37,10,0,0,900,0,3,0,0,Yes,Backup goalkeeper
Daniel Peretz,GK,35,Israel,25,4,0,0,360,0,1,0,0,No,Third-choice goalkeeper
Noussair Mazraoui,DEF,40,Morocco,28,28,1,3,2160,4,0,3,0,No,Right-back
Dayot Upamecano,DEF,2,France,27,32,1,0,2700,1,10,4,0,No,Centre-back
Kim Min-jae,DEF,3,South Korea,29,30,2,1,2520,3,9,3,0,No,Centre-back
Alphonso Davies,DEF,19,Canada,25,30,1,4,2430,5,0,2,0,No,Left-back
Josip Stanišić,DEF,4,Croatia,26,18,0,1,1260,1,0,2,0,No,Right-back
Hiroki Ito,DEF,32,Japan,27,15,0,0,990,0,0,2,0,No,Centre-back
Konrad Laimer,MID,27,Austria,29,25,2,3,1890,5,0,3,0,No,Midfielder
Leon Goretzka,MID,8,Germany,31,22,3,2,1620,5,0,2,0,Yes,Central midfielder
Joshua Kimmich,MID,6,Germany,31,40,3,8,3420,11,0,3,0,Yes,Captain / midfielder
Aleksandar Pavlović,MID,46,Germany,22,25,1,2,1620,3,0,2,0,Yes,Young midfielder
João Palhinha,MID,15,Portugal,31,28,1,1,2160,2,0,4,0,No,Defensive midfielder
Michael Olise,MID,7,France,24,32,10,9,2520,19,0,2,0,No,Attacking midfielder
Serge Gnabry,FWD,7,Germany,31,20,4,3,1350,7,0,1,0,Yes,Winger
Harry Kane,FWD,9,England,33,38,26,8,3240,34,0,2,0,No,Striker / captain
Leroy Sané,FWD,10,Germany,31,25,7,6,1980,13,0,1,0,Yes,Winger
Kingsley Coman,FWD,11,France,30,20,4,4,1350,8,0,1,0,No,Winger
Jamal Musiala,FWD,42,Germany,23,35,13,11,2970,24,0,2,0,Yes,Attacking midfielder / star player
Thomas Müller,FWD,25,Germany,37,18,3,5,1080,8,0,0,0,Yes,Veteran forward
Bryan Zaragoza,FWD,17,Spain,24,15,2,2,810,4,0,0,0,No,Winger
Mathys Tel,FWD,39,France,21,20,5,3,1080,8,0,1,0,No,Young forward
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Jan Oblak,GK,13,Slovenia,33,36,0,0,3240,0,13,0,0,No,First-choice goalkeeper
Ivo Grbić,GK,25,Croatia,30,6,0,0,540,0,2,0,0,No,Backup goalkeeper
Antonio Gomis,GK,1,Spain,23,2,0,0,180,0,0,0,0,Yes,Third-choice goalkeeper
Nahuel Molina,DEF,16,Argentina,28,32,2,4,2610,6,0,3,0,No,Right-back
José María Giménez,DEF,2,Uruguay,31,30,2,1,2520,3,10,4,0,No,Centre-back
Robin Le Normand,DEF,6,Spain,30,28,1,0,2340,1,8,3,0,Yes,Centre-back
Reinildo Mandava,DEF,23,Mozambique,32,20,0,1,1440,1,0,2,0,No,Left-back
Axel Witsel,DEF,20,Belgium,37,12,0,0,720,0,0,1,0,No,Centre-back
César Azpilicueta,DEF,3,Spain,37,15,0,1,900,1,0,1,0,Yes,Right-back
Javi Galán,DEF,18,Spain,29,20,0,2,1440,2,0,2,0,Yes,Left-back
Marcos Llorente,MID,14,Spain,31,28,3,5,2160,8,0,3,0,Yes,Midfielder
Rodrigo De Paul,MID,5,Argentina,32,32,3,4,2520,7,0,4,0,No,Midfielder
Koke,MID,6,Spain,34,22,1,3,1620,4,0,2,0,Yes,Club legend / midfielder
Pablo Barrios,MID,30,Spain,23,28,2,3,1890,5,0,2,0,Yes,Young midfielder
Conor Gallagher,MID,12,England,26,30,3,4,2160,7,0,3,0,No,Midfielder
Antoine Griezmann,MID,8,France,35,30,8,7,2340,15,0,1,0,No,Attacking midfielder
Julián Álvarez,FWD,19,Argentina,26,38,15,8,3150,23,0,2,0,No,Striker
Alexander Sørloth,FWD,9,Norway,30,25,8,3,1890,11,0,1,0,No,Striker
Samuel Lino,FWD,11,Portugal,27,25,5,4,1620,9,0,2,0,No,Left winger
Ángel Correa,FWD,10,Argentina,32,20,4,3,1260,7,0,1,0,No,Forward
Rodrigo Riquelme,FWD,21,Spain,27,22,4,5,1440,9,0,1,0,Yes,Winger
Antoine Griezmann,FWD,7,France,35,30,8,7,2340,15,0,1,0,No,Star forward
Giuliano Simeone,FWD,34,Argentina,23,18,3,2,990,5,0,1,0,No,Young winger
Player Name,Position,Squad Number,Nationality,Age,Appearances,Goals,Assists,Minutes Played,Goals Plus Assists,Clean Sheets,Yellow Cards,Red Cards,Home Grown,Notes
Kepa Arrizabalaga,GK,1,Spain,31,12,0,0,1080,0,4,0,0,Yes,Third-choice goalkeeper
Robert Sánchez,GK,13,Spain,28,10,0,0,900,0,3,1,0,No,Second goalkeeper
Filip Jørgensen,GK,25,Denmark,24,20,0,0,1800,0,7,0,0,No,First-choice goalkeeper
Malo Gusto,DEF,27,France,23,30,2,4,2430,6,0,3,0,No,Right-back
Wesley Fofana,DEF,33,France,25,25,0,0,1980,0,0,3,0,No,Centre-back
Levi Colwill,DEF,26,England,23,35,1,2,2880,3,0,2,0,Yes,Centre-back
Marc Cucurella,DEF,32,Spain,27,35,1,4,2880,5,0,3,0,No,Left-back
Reece James,DEF,24,England,26,15,1,2,1080,3,0,1,0,Yes,Right-back / captain
Benoit Badiashile,DEF,4,France,25,15,0,0,900,0,0,2,0,No,Centre-back
Josh Acheampong,DEF,3,England,19,8,0,0,360,0,0,0,0,Yes,Young right-back
Moisés Caicedo,MID,25,Ecuador,24,35,2,3,2970,5,0,6,0,No,Defensive midfielder
Enzo Fernández,MID,8,Argentina,25,32,3,5,2520,8,0,4,0,No,Central midfielder
Romeo Lavia,MID,45,Belgium,22,22,1,2,1620,3,0,2,0,No,Defensive midfielder
Cole Palmer,MID,20,England,24,38,17,13,3240,30,0,2,0,Yes,Attacking midfielder / star player
